Id,SalePrice
1461,126787.02867457128
1462,148197.0256680263
1463,161143.0309304437
1464,176957.3063207251
1465,212509.7910405637
1466,174586.77978496856
1467,160418.34881095955
1468,167427.1329764432
1469,188332.3532066333
1470,119702.80097472547
1471,196187.52222712504
1472,99533.72953488637
1473,94961.87506613604
1474,159467.96480650138
1475,153728.91292713536
1476,415049.15187991475
1477,266141.2771559499
1478,327429.62365800806
1479,288495.88825683534
1480,444321.9620894126
1481,331618.54913776484
1482,222342.94047446197
1483,172739.47349899836
1484,184058.26904312114
1485,168164.90199785252
1486,195741.1370623087
1487,351759.6606470161
1488,265491.8276737984
1489,206135.36285676912
1490,185398.0374220924
1491,190730.03513358123
1492,107316.96232251794
1493,177105.45726437404
1494,299215.38348070596
1495,293968.23294976505
1496,207042.89459006925
1497,209089.19190178602
1498,164554.15465786165
1499,164554.15465786165
1500,147630.58557283957
1501,176864.7863075228
1502,150450.53778635443
1503,294120.0437169562
1504,224535.65438448277
1505,216118.66202361195
1506,205629.51636542563
1507,229303.01871672654
1508,198665.78845133778
1509,162374.8995440293
1510,148269.39967710472
1511,148269.39967710472
1512,169835.28931905053
1513,166762.75113956595
1514,146462.90352610228
1515,198804.79019531808
1516,162880.5234653703
1517,139284.2083711731
1518,172743.57559392147
1519,208856.99595665044
1520,137798.59500198442
1521,141580.0286557223
1522,176768.34032363677
1523,118694.61397014747
1524,122120.45675836597
1525,125149.60797815544
1526,127663.52262354844
1527,92069.88922834229
1528,127191.9140172515
1529,145626.79668569233
1530,167314.53313623404
1531,111742.91458983977
1532,94263.67932870818
1533,157520.11251169525
1534,126896.62862613883
1535,139255.36955848226
1536,121036.168050648
1537,85168.49998962131
1538,177242.36037251801
1539,182695.00971051207
1540,127044.96702014664
1541,153675.60723560478
1542,136274.138879701
1543,220963.97518946478
1544,84848.93656083189
1545,103326.84296527297
1546,125054.48106713123
1547,131763.3680792806
1548,134897.99305246776
1549,102454.74474302516
1550,142290.46930419866
1551,118627.80610059302
1552,131071.92076326159
1553,129881.84093196406
1554,117945.06867066136
1555,161363.0983616128
1556,116922.24260257653
1557,124448.64462055427
1558,95367.05370700051
1559,109075.07240771978
1560,140568.56894784392
1561,163154.10301493487
1562,123887.12864264156
1563,121587.76356515405
1564,158456.00401866264
1565,146389.02794273224
1566,194263.34149536767
1567,89530.13972572771
1568,199809.68931253388
1569,122990.48390530216
1570,119000.26705719258
1571,129967.35922462058
1572,136907.43260490597
1573,230236.49260610164
1574,149860.94852477507
1575,193973.75484115502
1576,205687.91255689773
1577,206135.36285676912
1578,136316.15916347087
1579,143125.91900419493
1580,190729.92874883604
1581,131580.64480929697
1582,130099.85585921827
1583,346767.7004328508
1584,233761.36487212
1585,145814.27390244685
1586,57805.8477603681
1587,101094.9943266371
1588,138937.4256643099
1589,110160.01731326574
1590,138187.30308875872
1591,103078.56582808137
1592,125148.07360879907
1593,124529.80293290722
1594,139066.96765544877
1595,122772.7069014545
1596,250726.35665591675
1597,178756.40561196257
1598,182364.96783001232
1599,204540.9525476078
1600,210627.05633237184
1601,55906.09832675947
1602,104906.46081094474
1603,92097.17007566612
1604,263361.44875610824
1605,248631.82286037938
1606,159444.0245852253
1607,216436.8304600411
1608,216692.12633780992
1609,208901.06990724994
1610,152887.27327515394
1611,148662.505590965
1612,175756.55636473175
1613,164070.43898286068
1614,124608.07098685628
1615,77927.9838411907
1616,77927.9838411907
1617,86241.12705723985
1618,123410.48483783589
1619,129196.0669876331
1620,192685.3430508277
1621,141883.97740835152
1622,138570.0779263442
1623,277598.6904166406
1624,199119.16718134997
1625,129714.64415757661
1626,174434.2214223662
1627,176957.3063207251
1628,276634.3784990006
1629,179352.00727421322
1630,347497.4259428568
1631,230794.15638526974
1632,271479.40098057914
1633,168164.90199785252
1634,177141.10614550277
1635,175239.3283557167
1636,160824.3077103406
1637,178854.61983659375
1638,225571.71962413343
1639,185724.6775819356
1640,255420.63730793187
1641,173348.96183845756
1642,211211.95167229613
1643,228405.67846517358
1644,224535.65438448277
1645,170662.79786122494
1646,152146.59879800936
1647,175956.83533092504
1648,145626.79668569233
1649,133155.9426286647
1650,117613.222490025
1651,117613.222490025
