Id,SalePrice
1461,122336.1146
1462,152513.6257
1463,180884.4512
1464,180844.263
1465,197484.0038
1466,181467.6508
1467,171295.5579
1468,166666.2339
1469,184059.7759
1470,122212.3776
1471,201793.2282
1472,97303.08306
1473,96572.05625
1474,151842.7851
1475,134477.2769
1476,400937.9053
1477,263294.4669
1478,303792.5054
1479,254151.15
1480,492437.4699
1481,320156.1892
1482,209830.1798
1483,169281.6565
1484,170183.5356
1485,177254.9314
1486,198518.8707
1487,357448.3222
1488,238953.5135
1489,204237.5159
1490,210434.7572
1491,192297.3324
1492,99967.15795
1493,183113.4008
1494,303284.4394
1495,296525.8666
1496,225096.7802
1497,176036.7323
1498,161172.9348
1499,161191.4366
1500,146997.7837
1501,168908.0696
1502,158767.6246
1503,317630.858
1504,231260.0376
1505,219585.475
1506,180154.7687
1507,231099.5918
1508,203910.4088
1509,158679.9384
1510,149710.0347
1511,145603.7037
1512,164766.8492
1513,146166.4007
1514,180826.8862
1515,185460.5097
1516,166793.0614
1517,155277.6663
1518,135282.9158
1519,231071.3859
1520,139389.2988
1521,141730.8931
1522,172926.5553
1523,108616.9266
1524,118598.0819
1525,124597.9449
1526,128639.0768
1527,101228.8952
1528,134577.969
1529,144104.9795
1530,171892.8955
1531,110483.3395
1532,106980.0307
1533,139451.8229
1534,118777.2405
1535,161585.0507
1536,112578.6182
1537,91933.82848
1538,187219.2022
1539,223128.1599
1540,114863.3225
1541,151191.8673
1542,143509.7045
1543,230562.9057
1544,80695.06655
1545,104158.6984
1546,123911.2696
1547,136416.6016
1548,131529.4668
1549,110176.4319
1550,143844.6838
1551,126345.961
1552,135307.4368
1553,159787.0801
1554,107179.7832
1555,174727.4746
1556,110392.5906
1557,128757.6524
1558,102707.3194
1559,109119.7623
1560,150480.795
1561,154357.9362
1562,128277.4787
1563,124686.4047
1564,164958.2664
1565,149995.1963
1566,222519.4252
1567,89853.21904
1568,219796.8799
1569,146250.5607
1570,119971.2566
1571,122336.8834
1572,149734.0054
1573,258355.4565
1574,135414.0466
1575,213554.9681
1576,214931.7734
1577,197762.861
1578,151425.3293
1579,147407.2993
1580,196553.3604
1581,140432.7345
1582,128782.0137
1583,341839.5489
1584,235536.5456
1585,139334.2659
1586,81022.13294
1587,92360.36126
1588,146126.521
1589,105571.3675
1590,135536.4307
1591,99913.57549
1592,125894.3882
1593,125076.3322
1594,123993.7723
1595,126200.727
1596,232849.4267
1597,174303.2423
1598,190521.7387
1599,199999.9207
1600,195758.3472
1601,67055.88597
1602,112697.1174
1603,74113.25784
1604,276848.2059
1605,251678.7828
1606,161895.1173
1607,173932.6951
1608,217498.9107
1609,197029.9887
1610,150559.9211
1611,145636.9473
1612,159525.5581
1613,161662.932
1614,123933.4779
1615,80843.443
1616,73310.95793
1617,86550.51745
1618,127446.3559
1619,133730.7012
1620,162548.7365
1621,140590.2455
1622,144189.5423
1623,305184.9023
1624,211438.4155
1625,132669.6653
1626,174721.4707
1627,191890.2021
1628,286861.4019
1629,182854.7563
1630,353983.6924
1631,227430.0608
1632,247416.2228
1633,173233.1332
1634,179432.6301
1635,182694.0023
1636,156147.4284
1637,171342.452
1638,214573.6567
1639,182506.5253
1640,247854.2731
1641,186041.2337
1642,215034.0566
1643,217696.2048
1644,223761.7306
1645,186176.2808
1646,154328.533
1647,169225.4017
1648,135389.1652
1649,135701.5352
1650,119422.0275
1651,123807.0057
1652,96699.67279
1653,93205.66699
1654,154373.2388
1655,159123.6406
1656,149671.3179
1657,154031.2982
1658,147267.7657
1659,143832.1039
1660,148664.7681
1661,439665.2677
1662,427010.8688
1663,389279.7228
1664,417326.4164
1665,311655.3186
1666,325233.583
1667,364793.1101
1668,333773.7061
1669,301194.9065
1670,348385.1139
1671,263234.5189
1672,471413.0555
1673,303632.8274
1674,246713.6818
1675,187049.6931
1676,188699.7161
1677,222477.3104
1678,460021.2777
1679,371582.0706
1680,335674.3877
1681,269435.6039
1682,295812.1772
1683,183136.7264
1684,174998.6542
1685,167431.6688
1686,170717.9626
1687,170661.1838
1688,185885.6655
1689,188264.9028
1690,186634.436
1691,179195.2544
1692,267579.7948
1693,172693.134
1694,179930.4865
1695,170080.4565
1696,278690.5757
1697,170556.6821
1698,371932.8847
1699,330543.529
1700,244692.8986
1701,256924.1988
1702,265518.2433
1703,260010.5057
1704,308796.0986
1705,250280.278
1706,475092.5403
1707,213671.77
1708,211451.0425
1709,305671.4808
1710,223066.5081
1711,254996.2481
1712,256276.4449
1713,251755.3444
1714,214911.5411
1715,198506.6917
1716,186613.269
1717,178580.788
1718,139534.8338
1719,200233.1673
1720,247966.2138
1721,178553.9261
1722,135051.194
1723,158310.8272
1724,216646.197
1725,236359.8922
1726,179522.456
1727,156803.6553
1728,190094.5203
1729,159698.3508
1730,162671.4562
1731,119984.7245
1732,131578.867
1733,120604.4043
1734,128029.3307
1735,132885.4021
1736,113118.5977
1737,356923.7064
1738,211661.6518
1739,277815.8635
1740,203486.6867
1741,185164.9491
1742,166560.2978
1743,173561.7557
1744,302694.6786
1745,215403.4054
1746,245955.2416
1747,222990.0216
1748,221822.1294
1749,157128.6638
1750,143918.6536
1751,236565.9472
1752,121707.9313
1753,141134.7491
1754,217587.809
1755,167064.9563
1756,122056.5502
1757,119268.2905
1758,142562.5773
1759,170423.1943
1760,163214.136
1761,153933.8843
1762,166166.1215
1763,169454.4951
1764,115224.511
1765,176307.8246
1766,176269.9291
1767,219246.0502
1768,141034.9716
1769,173606.6565
1770,145133.9585
1771,135396.2181
1772,139813.3301
1773,133570.9304
1774,138656.7754
1775,131480.5842
1776,122027.2965
1777,111034.2914
1778,131363.3642
1779,110791.4614
1780,181738.7368
1781,125897.3417
1782,89872.91788
1783,125194.4949
1784,95948.94653
1785,110202.7301
1786,147247.0966
1787,169034.8757
1788,56306.19349
1789,98622.10203
1790,85704.64292
1791,181125.1476
1792,153617.5107
1793,145201.0316
1794,142738.8628
1795,138980.7686
1796,117862.5039
1797,129677.2333
1798,119943.7032
1799,110656.1466
1800,123264.4562
1801,126323.7629
1802,153930.6821
1803,148925.0858
1804,135902.1925
1805,135873.7817
1806,108663.8404
1807,155631.005
1808,126243.5475
1809,117142.4261
1810,148796.6146
1811,102210.6374
1812,110566.3583
1813,119358.8333
1814,95598.23038
1815,60723.46233
1816,86830.32903
1817,110724.8398
1818,133044.6147
1819,112440.8594
1820,72434.06145
1821,111531.4591
1822,146387.5252
1823,63000.67796
1824,129947.8086
1825,119989.5624
1826,104544.0959
1827,105251.5559
1828,133050.8141
1829,115201.4913
1830,142390.672
1831,179325.1825
1832,115808.8506
1833,153261.8723
1834,123942.3107
1835,170531.6553
1836,123963.3135
1837,97022.80604
1838,133085.884
1839,79144.16079
1840,155870.6581
1841,148413.6788
1842,91442.28869
1843,139949.708
1844,135741.1806
1845,133032.4361
1846,158428.509
1847,159390.653
1848,64899.57257
1849,124170.9128
1850,127882.4119
1851,146429.1226
1852,127470.2412
1853,130285.0913
1854,172384.8926
1855,148859.4336
1856,218891.1608
1857,142338.1588
1858,137672.7968
1859,120848.2304
1860,148385.6216
1861,120800.9424
1862,299890.9472
1863,295851.0805
1864,295851.0805
1865,335572.9487
1866,340328.1143
1867,251218.7763
1868,310616.854
1869,204583.7381
1870,263490.0901
1871,243165.3949
1872,169281.9436
1873,224263.365
1874,139045.7199
1875,214815.4865
1876,193599.8243
1877,215873.4358
1878,212628.4182
1879,134560.1492
1880,132687.0229
1881,229979.8195
1882,256870.4215
1883,195815.8595
1884,211888.6106
1885,265145.3607
1886,304572.1557
1887,211562.9363
1888,289611.0736
1889,170585.4206
1890,128927.2611
1891,142163.0351
1892,114444.005
1893,131066.026
1894,130559.8436
1895,151282.8716
1896,124614.6324
1897,123642.1565
1898,105625.0702
1899,130838.1396
1900,147772.376
1901,160187.7124
1902,146552.0109
1903,223857.9057
1904,129937.2169
1905,179518.7351
1906,155743.273
1907,207449.4668
1908,113028.0814
1909,136740.4686
1910,119250.5069
1911,196925.3277
1912,275280.0219
1913,148663.5196
1914,72787.83368
1915,295304.4092
1916,76923.99113
1917,269969.4598
1918,137980.046
1919,159485.5917
1920,152050.4901
1921,436630.9429
1922,323819.6224
1923,204875.8689
1924,222853.572
1925,221962.6202
1926,387784.3359
1927,132538.7957
1928,164332.243
1929,120351.9328
1930,128662.4623
1931,144227.0345
1932,135921.5588
1933,166193.7136
1934,182859.5875
1935,177376.6292
1936,188302.341
1937,185643.1059
1938,172328.8427
1939,241225.4466
1940,199655.912
1941,176530.582
1942,185969.1218
1943,205119.6272
1944,315279.5019
1945,366368.3138
1946,167786.5731
1947,312287.8725
1948,178175.1001
1949,237021.1034
1950,177761.3545
1951,253983.3891
1952,223202.6996
1953,161751.1703
1954,209563.2772
1955,128017.8811
1956,287892.115
1957,158820.4697
1958,310316.375
1959,137206.6697
1960,115916.4848
1961,118210.2027
1962,99766.56761
1963,103095.7924
1964,112142.8588
1965,141859.4395
1966,153661.1518
1967,284806.374
1968,411614.1013
1969,389685.2256
1970,440415.4769
1971,454658.9436
1972,368460.1521
1973,271479.7883
